-5.338336901569029624e-01,-5.024451714361922727e-01,5.915987666361762626e-02
6.748905162855551865e-01,7.868452935884461263e-01,5.915987666361762626e-02
-2.316526385462884252e-01,-4.888542575852485861e-01,-5.609748304808924724e-01
4.482547275775942697e-01,4.207302360686477893e-01,5.915987666361762626e-02
4.482547275775942697e-01,-4.863374216869256750e-01,-5.609748304808924724e-01
-3.827431643515956661e-01,-4.781164289086437535e-01,-5.609748304808924724e-01
1.883614722728013335e+00,3.958135606752509750e-01,-5.609748304808924724e-01
-2.044738948209975593e+00,-2.240831210816794372e-01,1.919563998097148172e+00
-1.561073756436347770e-01,-4.242561406845337113e-01,6.792945838081277943e-01
-1.138195793378131926e+00,-4.295550208861426134e-02,5.915987666361762626e-02
-1.893648422404668352e+00,-3.121723775229809927e-01,6.792945838081277943e-01
2.185795774338628039e+00,-1.138457087351363722e-01,-5.609748304808924724e-01
-6.849242159622102033e-01,-4.863374216869256750e-01,-5.609748304808924724e-01
7.504357791882088069e-01,-1.870931177853076000e-02,3.159833412386168661e+00
-1.138195793378131926e+00,-4.902797934380587197e-01,-5.609748304808924724e-01
1.959159985630666956e+00,-3.262666585535892172e-01,-5.609748304808924724e-01
-2.044738948209975593e+00,-6.199888922968462696e-02,2.539698705241658416e+00
-5.016849838327520558e-03,-3.866707201133388061e-01,-5.609748304808924724e-01
1.460736759669797324e-01,-2.859972841804228061e-01,5.915987666361762626e-02
-3.827431643515956661e-01,-5.029485386158567550e-01,-5.609748304808924724e-01
4.482547275775942697e-01,-1.249197866877571478e-01,-5.609748304808924724e-01
3.727094646749406492e-01,-3.866707201133388061e-01,-5.609748304808924724e-01
-1.062650530475478305e+00,-4.867562231804066220e-01,-5.609748304808924724e-01
-8.056211274098115660e-02,6.635974158478331886e-02,-5.609748304808924724e-01
-1.591467370794053870e+00,-2.240831210816794372e-01,1.919563998097148172e+00
6.748905162855551865e-01,-1.644415947004013515e-02,3.159833412386168661e+00
-3.827431643515956661e-01,-5.029485386158567550e-01,-5.609748304808924724e-01
-7.604694788648638237e-01,4.647001076532463415e+00,2.539698705241658416e+00
-3.827431643515956661e-01,-4.897764262583940709e-01,-5.609748304808924724e-01
-3.827431643515956661e-01,-4.894421904510968258e-01,-5.609748304808924724e-01
8.259810420908624273e-01,-9.027201697708475692e-02,-5.609748304808924724e-01
5.993452533829015660e-01,2.301728820789000096e+00,5.915987666361762626e-02
-3.827431643515956661e-01,-4.923778278429006283e-01,-5.609748304808924724e-01
2.790157877559856558e+00,-4.370074380797968616e-01,-5.609748304808924724e-01
-8.056211274098115660e-02,1.006061700332370856e+00,5.915987666361762626e-02
9.770715678961696682e-01,3.985820801634062382e-01,5.915987666361762626e-02
-3.827431643515956661e-01,-5.028639729296732197e-01,-5.609748304808924724e-01
-6.093789530595565829e-01,-4.863374216869256750e-01,-5.609748304808924724e-01
-8.360147417675174442e-01,-2.859972841804228061e-01,6.792945838081277943e-01
-1.138195793378131926e+00,-4.220735405935080453e-01,5.915987666361762626e-02
8.259810420908624273e-01,-4.576454924460445772e-01,5.915987666361762626e-02
-1.561073756436347770e-01,-2.255932226206731617e-01,5.915987666361762626e-02
